epoch,acc,loss,val_acc,val_loss
0,0.3391625186200509,0.07577980937635205,0.33918580623778705,0.07407898829244634
1,0.33917403321371686,0.07265971641681052,0.3392280065835002,0.07258133303697711
2,0.3391876973248918,0.07195881946202787,0.33930456100333956,0.0719241628924897
3,0.33923153573019116,0.07143622942082727,0.33918923618844243,0.07116455648531676
4,0.339188362242769,0.07113382615267624,0.3392425871982536,0.07125068770510426
5,0.33914648477055237,0.07099212599904135,0.33931714934441587,0.07087787663094137
6,0.33920579275247076,0.07072274990666137,0.3391913759476056,0.07080291150195654
7,0.33925191263157745,0.07062158665587996,0.33919727665311106,0.07060245390642773
8,0.3392131457653284,0.07038396484378223,0.3391404567057025,0.07024283014397031
9,0.339166141949997,0.07023830059746092,0.3391722025793427,0.07043515630288776
10,0.3391469788530754,0.0701979619520886,0.33917176077234523,0.07037981723982335
11,0.33915821697933035,0.07005733345797958,0.3391540693279926,0.07064377189446691
12,0.33921425362408025,0.06993159927728028,0.33916726901321337,0.0698840960444158
13,0.33918133684611546,0.06992119549526067,0.33915725656676826,0.07020518070320471
14,0.3391653734563318,0.06979477868480968,0.3391438522949489,0.07072279370704428
15,0.3391849660276395,0.06972573612990607,0.3392493718714208,0.07009932931305753
16,0.3392277877709225,0.06963909939018095,0.3391678753824448,0.07002450390054413
17,0.3391479302917889,0.06971236919302073,0.3391887102430414,0.06989234588920783
18,0.33913963678959896,0.06964355061284584,0.33909848465726755,0.070205290069974
19,0.3391708502546667,0.06963770342056576,0.3392442133003295,0.07004656884615643
20,0.3391526306321681,0.06952343467130184,0.3391527794601591,0.06985112366221537
21,0.33917292066655785,0.06952107230139383,0.339233901163068,0.06956746968854931
22,0.33920600069854673,0.0695226234086926,0.3391152586427842,0.06997659617726304
23,0.33917525999310905,0.06941978236546759,0.3391763444055382,0.06991670485326036
24,0.339153156166744,0.06935766736471666,0.33919475194585474,0.06986686867239518
25,0.33919989629668273,0.06932284813957473,0.33924135541751277,0.06976884477238639
26,0.33917508289535175,0.06921290940636184,0.33925927018423074,0.06955525526343936
27,0.33919788289302194,0.06928728733936594,0.3391113496772405,0.06911931021829748
28,0.3391879971421709,0.06919501362351317,0.3391407296743128,0.06985223043821988
29,0.33911822821643445,0.06910921910988102,0.339059618148434,0.06994943351295141
30,0.33917223947715,0.0690536591495249,0.3393352376200662,0.06938381133637508
31,0.33919681820662645,0.06911720640860544,0.33910602747630947,0.06956493420383311
32,0.33926517521661725,0.06901336101364805,0.33917620495150363,0.06953676013258298
33,0.33914976736504227,0.06916187231584855,0.3391291890979259,0.07037193270966033
34,0.3392010545233028,0.06909101648187593,0.33921719153204843,0.06954401113712888
35,0.3391634375092727,0.06909348886399513,0.3392165129119048,0.06931097429742451
36,0.3391971967865738,0.06902251223276008,0.33913664345525557,0.06913815356975354
37,0.33916840010823124,0.06907828976803877,0.33914419238737453,0.06962897593889093
38,0.3391356581917063,0.06900295064927303,0.3391827333727112,0.06961456414698479
39,0.3391669551128508,0.06907499117508287,0.3391487862511835,0.0692150408479249
40,0.3392263814945547,0.0689914066924656,0.3391500466575008,0.069364971529223
41,0.3390821578687733,0.06897227151950269,0.3391935653787351,0.069674456167202
42,0.33924499981385403,0.06892525656505137,0.3391799268787523,0.06907805416066418
43,0.33915946334971975,0.06891363285785404,0.3392595175259304,0.06989446979244342
44,0.33920270034283867,0.06884812302234584,0.3391463861118046,0.06940841584767014
45,0.33922224787485794,0.06881479857980492,0.3392268931911133,0.06932098685693579
46,0.33924730874792364,0.06884710316000221,0.3391860897863933,0.06986496288806814
47,0.33920996831562106,0.06891234823371137,0.33916809286609273,0.06932363261589812
48,0.3391591396095609,0.06887553624319728,0.33914787544985703,0.06925587179016009
49,0.3392070859540604,0.06885737720105295,0.3392068571523604,0.06927853382768065
